ProgramId,LayerId,ProgramName,LayerName,ClientName,BrokerName,CurrencyCode,LegalEntity,BusinessUnit,BusinessSegment,Underwriter,DirectionTypeName,LayerStatusTypeName,Share,InceptionDate,ExpirationDate,Premium100,Limit100,LayerTypeName,LatestFxRate,ExpectedLoss100
4010,13690,Property Cat XOL,Layer 1,SoFaBuCaIn_1857,Ary_136,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.04,1/1/2024,12/31/2024,59830,8252000,Excess of Loss,1,13830
4010,13691,Property Cat XOL,Layer 2,SoFaBuCaIn_1857,Ary_136,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.009,1/1/2024,12/31/2024,13150,1334000,Excess of Loss,1,42890
4010,13696,Property Cat XOL,2nd & 3rd Event,SoFaBuCaIn_1857,Ary_136,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Declined,0.1,1/1/2024,12/31/2024,27230,1330000,Excess of Loss,1,74530
4010,13708,Property Cat XOL,Top & Drop,SoFaBuCaIn_1857,Ary_136,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.015,1/1/2024,12/31/2024,97080,8871000,Excess of Loss,1,58200
4022,13754,Property Cat XOL,Layer 3,WeBeMuInCo_400,Kry_193,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.045,1/1/2024,12/31/2024,32560,6967000,Excess of Loss,1,35870
4031,13829,Property Cat XOL,Layer 1,ErInGr_307,Try_308,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.02,1/1/2024,12/31/2024,66080,2735000,Excess of Loss,1,9620
4031,13830,Property Cat XOL,Layer 2,ErInGr_307,Try_308,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.053,1/1/2024,12/31/2024,62830,7316000,Excess of Loss,1,31910
4031,13832,Property Cat XOL,Layer 3,ErInGr_307,Try_308,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.02,1/1/2024,12/31/2024,68130,6116000,Excess of Loss,1,2140
4041,13906,Property Cat XOL,Layer 1,GrNeYoMuIn_72,Kwry_163,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.1,1/1/2024,12/31/2024,51360,5495000,Excess of Loss,1,10930
4041,13907,Property Cat XOL,Layer 2,GrNeYoMuIn_72,Kwry_163,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.075,1/1/2024,12/31/2024,28780,206000,Excess of Loss,1,70870
4041,13908,Property Cat XOL,Layer 3,GrNeYoMuIn_72,Kwry_163,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.05,1/1/2024,12/31/2024,41500,5096000,Excess of Loss,1,37320
4043,13932,Property Cat XOL ,Layer 2,ArMuInCo_71,Kwry_163,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.042,1/1/2024,12/31/2024,39470,5483000,Excess of Loss,1,35360
4043,13933,Property Cat XOL ,Layer 3,ArMuInCo_71,Kwry_163,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.036,1/1/2024,12/31/2024,60850,6031000,Excess of Loss,1,56120
4043,13941,Property Cat XOL ,Layer 4,ArMuInCo_71,Kwry_163,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.005,7/1/2024,6/30/2025,25500,4797000,Excess of Loss,1,83550
4043,13942,Property Cat XOL ,Layer 5,ArMuInCo_71,Kwry_163,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.005,7/1/2024,6/30/2025,52710,380000,Excess of Loss,1,64580
3834,14091,Property Cat XOL,Layer 3,LoFaBuMuIn_1773,Ary_136,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Declined,0.01,1/1/2024,12/31/2024,26860,7056000,Excess of Loss,1,40760
3834,14092,Property Cat XOL,Layer 4,LoFaBuMuIn_1773,Ary_136,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Declined,0.01,1/1/2024,12/31/2024,26680,6128000,Excess of Loss,1,78250
4080,14121,Property Cat XOL,Layer 1,PrMuFiInCo_76,Ary_145,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.1,1/1/2024,12/31/2024,59250,9786000,Excess of Loss,1,2010
4080,14122,Property Cat XOL,Layer 2,PrMuFiInCo_76,Ary_145,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.083,1/1/2024,12/31/2024,94890,282000,Excess of Loss,1,91480
4080,14126,Property Cat XOL,3 of 3 Layer 1,PrMuFiInCo_76,Ary_145,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.005,1/1/2024,12/31/2024,64190,6049000,Excess of Loss,1,69280
4080,14127,Property Cat XOL,3 of 3 Layer 2,PrMuFiInCo_76,Ary_145,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.005,1/1/2024,12/31/2024,81290,9329000,Excess of Loss,1,26360
4080,14128,Property Cat XOL,3 of 3 Layer 3,PrMuFiInCo_76,Ary_145,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.005,1/1/2024,12/31/2024,5380,8380000,Excess of Loss,1,95190
4080,14129,Property Cat XOL,3 of 3 Layer 4 - May 1,PrMuFiInCo_76,Ary_145,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.005,5/1/2024,4/30/2025,51950,8443000,Excess of Loss,1,1280
3809,14639,Property Cat XOL,Underlying HU only,GeFaMuInAs_393,Ary_136,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.2,1/1/2024,12/31/2024,69440,2873000,Excess of Loss,1,72920
4041,15352,Property Cat XOL,Layer 4,GrNeYoMuIn_72,Kwry_163,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.05,1/1/2024,12/31/2024,16120,2105000,Excess of Loss,1,99660
4273,15476,Property Cat XOL,Layer 3,NoCaFaBu_328,D)a(lsn_271,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,In Process,0.005,1/1/2023,12/31/2023,73280,4707000,Excess of Loss,1,77670
4273,15477,Property Cat XOL,Layer 4,NoCaFaBu_328,D)a(lsn_271,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,In Process,0.005,1/1/2023,12/31/2023,66990,1006000,Excess of Loss,1,51760
4273,15478,Property Cat XOL,Layer 5,NoCaFaBu_328,D)a(lsn_271,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,In Process,0.005,1/1/2023,12/31/2023,68110,5530000,Excess of Loss,1,84340
4273,15479,Property Cat XOL,Layer 6,NoCaFaBu_328,D)a(lsn_271,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,In Process,0.011,1/1/2023,12/31/2023,38170,8082000,Excess of Loss,1,71060
4273,15480,Property Cat XOL,GAP,NoCaFaBu_328,D)a(lsn_271,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,In Process,0.021,1/1/2023,12/31/2023,19620,1918000,Excess of Loss,1,48270
4273,15481,Property Cat XOL,Layer 8,NoCaFaBu_328,D)a(lsn_271,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,In Process,0.011,1/1/2023,12/31/2023,20700,7799000,Excess of Loss,1,98330
4080,16596,Property Cat XOL,Underlying Layer - Named WS Only,PrMuFiInCo_76,Ary_145,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.115,1/1/2024,12/31/2024,91230,7908000,Excess of Loss,1,40430
4080,16597,Property Cat XOL,Layer 3 Shortfall,PrMuFiInCo_76,Ary_145,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.05,1/1/2024,12/31/2024,3390,5782000,Excess of Loss,1,12110
5312,16627,Property Cat XOL,Layer 3 - Named WS,AlTrInCo_152,Se_2026,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.125,4/1/2024,3/31/2025,33050,1946000,Excess of Loss,1,45280
5312,16628,Property Cat XOL,Layer 4 -Named WS,AlTrInCo_152,Se_2026,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.125,4/1/2024,3/31/2025,77700,9341000,Excess of Loss,1,12230
5312,16632,Property Cat XOL,Layer 2 - Named WS,AlTrInCo_152,Se_2026,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.16,4/1/2024,3/31/2025,68470,7139000,Excess of Loss,1,7700
5328,16669,Property Cat XOL,2nd Cat ,SoCaFaBuMu_1684,Tn_1137,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,In Process,0.03,1/1/2023,12/31/2023,95150,3750000,Excess of Loss,1,910
5331,16677,Property Cat XOL,Layer 2,GeFaBuMuIn_3520,Pt_3521,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.004,1/1/2024,12/31/2024,13100,4589000,Excess of Loss,1,43970
5331,16678,Property Cat XOL,Layer 3,GeFaBuMuIn_3520,Pt_3521,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.005,1/1/2024,12/31/2024,54160,4838000,Excess of Loss,1,12790
5332,16679,Property Cat XOL,Layer 2,ArMuInCo_71,H_5,USD,London 1, Property Do,CAT US Regional,Nicholas,Assumed,Bound,0.007,1/1/2024,12/31/2024,42200,5910000,Excess of Loss,1,58970
5332,16680,Property Cat XOL,Layer 3,ArMuInCo_71,H_5,USD,London 1, Property Do,CAT US Regional,Nicholas,Assumed,Bound,0.007,1/1/2024,12/31/2024,41940,3473000,Excess of Loss,1,18630
5336,16685,Property Cat XOL,UL Cat,MiWiUnAs_482,S_3522,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,In Process,0.05,3/17/2023,3/16/2024,400,8765000,Excess of Loss,1,48670
5336,16689,Property Cat XOL,1st Cat,MiWiUnAs_482,S_3522,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,In Process,0.05,3/17/2023,3/16/2024,21730,9602000,Excess of Loss,1,5620
5348,16730,Property Cat XOL,1st Cat,GrNeYoMuIn_72,H_5,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.01,1/1/2024,12/31/2024,680,7370000,Excess of Loss,1,76400
5348,16731,Property Cat XOL,2nd Cat,GrNeYoMuIn_72,H_5,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.03,1/1/2024,12/31/2024,31750,4573000,Excess of Loss,1,18050
5348,16732,Property Cat XOL,3rd Cat,GrNeYoMuIn_72,H_5,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.005,1/1/2024,12/31/2024,75070,5087000,Excess of Loss,1,92570
5350,16737,Property Cat XOL,1st Cat,NeJeMaInCo_239,H_5,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.018,7/1/2023,6/30/2024,35500,3306000,Excess of Loss,1,22800
5350,16738,Property Cat XOL,2nd Cat,NeJeMaInCo_239,H_5,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.003,7/1/2023,6/30/2024,640,9000000,Excess of Loss,1,52240
5351,16739,Property Cat XOL,2nd Cat,ViPrInAs_3530,N_1,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,Bound,0.075,7/1/2023,6/30/2024,38860,9585000,Excess of Loss,1,67010
5351,16741,Property Cat XOL,3rd Cat,ViPrInAs_3530,N_1,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,Bound,0.05,7/1/2023,6/30/2024,90510,5767000,Excess of Loss,1,38550
5362,16792,Property Cat XOL,3rd Cat,BaCoMu_3533,Ry_3,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,Bound,0.016,7/1/2023,6/30/2024,60170,8951000,Excess of Loss,1,17180
5362,16793,Property Cat XOL,4th Cat,BaCoMu_3533,Ry_3,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,Bound,0.015,7/1/2023,6/30/2024,57960,5990000,Excess of Loss,1,11490
5366,16803,Property Cat XOL,Nationwide Earthquake,GoBe_3535,E_9,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.03,7/1/2023,6/30/2024,25200,9906000,Excess of Loss,1,77790
5366,16804,Property Cat XOL,California EQ only,GoBe_3535,E_9,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.015,7/1/2023,6/30/2024,58560,2661000,Excess of Loss,1,43900
5368,16808,Property Cat XOL,2nd Cat,AdInEx_3537,N_1,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,Bound,0.003,7/1/2023,6/30/2024,75270,7513000,Excess of Loss,1,53780
5368,16809,Property Cat XOL,3rd Cat,AdInEx_3537,N_1,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,Bound,0.003,7/1/2023,6/30/2024,63150,8700000,Excess of Loss,1,10220
5377,16871,Property Cat XOL,2nd Cat,AuMuInCo_3546,Ry_3,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,Bound,0.09,1/1/2024,12/31/2024,86310,1596000,Excess of Loss,1,32250
5377,16872,Property Cat XOL,3rd Cat,AuMuInCo_3546,Ry_3,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,Bound,0.12,1/1/2024,12/31/2024,19790,1436000,Excess of Loss,1,63880
5379,16877,Property Cat Agg XOL - October Placement,1st Cat,CaEaAu_29,Onn_1595,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,Bound,0.033,10/1/2023,9/30/2024,57310,6646000,Aggregate XL,1,19880
5380,16878,Property Cat Agg XOL - January Placement,Top Layer Annual,CaEaAu_29,Onn_1595,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,Bound,0.005,1/1/2024,12/31/2024,28370,8538000,Aggregate XL,1,21960
5384,16887,Property Cat XOL,2nd Cat,ArFaBu_3548,D)a(lsn_271,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.02,1/1/2024,12/31/2024,23810,7641000,Excess of Loss,1,21100
5384,16888,Property Cat XOL,3rd Cat,ArFaBu_3548,D)a(lsn_271,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.018,1/1/2024,12/31/2024,63510,170000,Excess of Loss,1,13500
5451,17351,Property Cat XOL,Layer 1,CaWeInCo_3582,N_1,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.05,12/1/2023,12/31/2024,39820,8873000,Excess of Loss,1,69400
5460,17396,Property Cat XOL,1st Cat,ViFaBu_2402,Tn_1137,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.03,1/1/2024,12/31/2024,20810,3059000,Excess of Loss,1,54820
5460,17397,Property Cat XOL,2nd Cat,ViFaBu_2402,Tn_1137,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.01,1/1/2024,12/31/2024,82770,5975000,Excess of Loss,1,9940
5460,17398,Property Cat XOL,3rd Cat,ViFaBu_2402,Tn_1137,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.018,1/1/2024,12/31/2024,280,6223000,Excess of Loss,1,81280
5460,17399,Property Cat XOL,5th Cat,ViFaBu_2402,Tn_1137,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.015,1/1/2024,12/31/2024,63140,5352000,Excess of Loss,1,84330
5312,17524,Property Cat XOL,Layer 1 - Named WS,AlTrInCo_152,Se_2026,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.15,4/1/2024,3/31/2025,17600,8125000,Excess of Loss,1,15620
5505,17601,Property Cat XOL,Layer 1,AnCo_194,Nry_138,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.015,4/1/2024,3/31/2025,12240,2466000,Excess of Loss,1,55110
5505,17602,Property Cat XOL,Layer 2,AnCo_194,Nry_138,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.013,4/1/2024,3/31/2025,87190,9211000,Excess of Loss,1,97500
5505,17603,Property Cat XOL,Layer 3,AnCo_194,Nry_138,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.015,4/1/2024,3/31/2025,50130,6702000,Excess of Loss,1,8960
5505,17604,Property Cat XOL,Layer 4,AnCo_194,Nry_138,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.006,4/1/2024,3/31/2025,37250,211000,Excess of Loss,1,33800
5522,17665,Property Cat XOL,4th Cat - Multi year (3 of 3),AuOwInCo_3601,N_1,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,In Process,0.003,6/1/2023,5/31/2024,95490,9454000,Excess of Loss,1,3980
5522,17668,Property Cat XOL,4th Cat - Multi year (2 of 3) (copy),AuOwInCo_3601,N_1,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,In Process,0.003,6/1/2023,5/31/2024,39170,52000,Excess of Loss,1,79770
5522,17671,Property Cat XOL,4th Cat - Multi year (1 of 3) (copy) (copy),AuOwInCo_3601,N_1,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,In Process,0.005,6/1/2023,5/31/2024,15170,3241000,Excess of Loss,1,27390
5527,17706,Property Cat XOL - July Placement,4th Cat (2023) Annual,ArMuInCo_71,Ry_3,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.004,7/1/2023,6/30/2024,12770,4863000,Excess of Loss,1,30
5527,17707,Property Cat XOL - July Placement,5th Cat (2023) Annual,ArMuInCo_71,Ry_3,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.004,7/1/2023,6/30/2024,16130,655000,Excess of Loss,1,35030
5536,17776,Property Cat XOL,2nd Cat,AlMuFiInCo_3605,D)a(lsn_271,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,In Process,0.002,6/1/2023,5/31/2024,30870,1664000,Excess of Loss,1,74330
5536,17777,Property Cat XOL,3rd Cat,AlMuFiInCo_3605,D)a(lsn_271,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,In Process,0.013,6/1/2023,5/31/2024,69620,9301000,Excess of Loss,1,35180
5536,17778,Property Cat XOL,2nd Cat (2022 Yr 2 of 2),AlMuFiInCo_3605,D)a(lsn_271,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,In Process,0.003,6/1/2023,5/31/2024,45760,8998000,Excess of Loss,1,41950
5538,17780,Property Cat XOL,1st Cat Annual,AlInUnAs_581,N_1,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,In Process,0.04,6/1/2023,5/31/2024,27800,2570000,Excess of Loss,1,37680
5538,17781,Property Cat XOL,4th Cat Annual,AlInUnAs_581,N_1,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,In Process,0.04,6/1/2023,5/31/2024,57070,3410000,Excess of Loss,1,12170
5538,17782,Property Cat XOL,2nd Cat (2023 Yr 1 of 2),AlInUnAs_581,N_1,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,In Process,0.02,6/1/2023,5/31/2024,53850,7419000,Excess of Loss,1,34000
5538,17783,Property Cat XOL,3rd Cat (2023 Yr 1 of 2),AlInUnAs_581,N_1,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,In Process,0.02,6/1/2023,5/31/2024,460,7219000,Excess of Loss,1,91570
5538,17784,Property Cat XOL,2nd Cat (2022 Yr 2 of 2),AlInUnAs_581,N_1,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,In Process,0.02,6/1/2023,5/31/2024,60370,1871000,Excess of Loss,1,33280
5538,17785,Property Cat XOL,3rd Cat (2022 Yr 2 of 2),AlInUnAs_581,N_1,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,In Process,0.02,6/1/2023,5/31/2024,29910,7727000,Excess of Loss,1,77600
5539,17786,Property Cat Agg,Layer 1,TeWiInAs_937,Ry_3,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,In Process,0.012,6/1/2023,5/31/2024,73430,1044000,Aggregate XL,1,16030
5543,17791,Property Cat XOL,1st Cat,As(UInCo_3607,S_10,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.024,7/1/2023,6/30/2024,48880,8211000,Excess of Loss,1,7940
5543,17792,Property Cat XOL,2nd Cat,As(UInCo_3607,S_10,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.02,7/1/2023,6/30/2024,74240,7108000,Excess of Loss,1,43700
5543,17793,Property Cat XOL,3rd Cat,As(UInCo_3607,S_10,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.032,7/1/2023,6/30/2024,45080,9339000,Excess of Loss,1,98080
5323,17800,Bamboo - Property Cat XOL,Layer 1,SuNaInCo_2033,Ary_157,USD,Bermuda,Property Re,CAT US Regional,Ally,Assumed,Bound,0.07,4/1/2024,3/31/2025,97560,6408000,Excess of Loss,1,58660
5569,17927,Property Cat XOL,2nd Cat,CoLlInCo_3547,Ry_3,USD,London 1, Property Do,CAT US Regional,Nicholas,Assumed,In Process,0.015,4/1/2023,3/31/2024,53030,8515000,Excess of Loss,1,91400
5569,17928,Property Cat XOL,3rd Cat,CoLlInCo_3547,Ry_3,USD,London 1, Property Do,CAT US Regional,Nicholas,Assumed,In Process,0.015,4/1/2023,3/31/2024,14950,2284000,Excess of Loss,1,22390
5570,17929,Property Cat XOL,2nd Cat (Annual),PhCoInCo_3614,H_5,USD,London 1, Property Do,CAT US Regional,Nicholas,Assumed,Bound,0.015,7/1/2023,6/30/2024,49090,4175000,Excess of Loss,1,19380
5570,17930,Property Cat XOL,3rd Cat (Annual),PhCoInCo_3614,H_5,USD,London 1, Property Do,CAT US Regional,Nicholas,Assumed,Bound,0.015,7/1/2023,6/30/2024,5650,6015000,Excess of Loss,1,86000
5571,17944,Property Cat XOL,1st Cat,USCoInCo_2196,S_10,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,In Process,0.02,6/1/2023,5/31/2024,57490,9707000,Excess of Loss,1,47110
5571,17945,Property Cat XOL,2nd Cat,USCoInCo_2196,S_10,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,In Process,0.02,6/1/2023,5/31/2024,12880,8048000,Excess of Loss,1,29470
5571,17946,Property Cat XOL,3rd Cat,USCoInCo_2196,S_10,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,In Process,0.02,6/1/2023,5/31/2024,27630,1078000,Excess of Loss,1,62550
5571,17947,Property Cat XOL,4th Cat,USCoInCo_2196,S_10,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,In Process,0.018,6/1/2023,5/31/2024,62060,514000,Excess of Loss,1,72180
5571,17948,Property Cat XOL,5th Cat,USCoInCo_2196,S_10,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,In Process,0.02,6/1/2023,5/31/2024,2400,3342000,Excess of Loss,1,68970
5582,17969,Property Cat XOL,4th Cat,HaMu_3621,N_1,USD,London 1, Property Do,CAT US Regional,Nicholas,Assumed,Bound,0.013,1/1/2024,12/31/2024,52600,4993000,Excess of Loss,1,40640
5582,17970,Property Cat XOL,5th Cat,HaMu_3621,N_1,USD,London 1, Property Do,CAT US Regional,Nicholas,Assumed,Bound,0.03,1/1/2024,12/31/2024,1790,1455000,Excess of Loss,1,19910
5583,17972,Property Cat XOL,Layer 1,FoSpInCo_3622,Kr_4,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.02,1/1/2024,12/31/2024,39810,7620000,Excess of Loss,1,48020
5583,17973,Property Cat XOL,Layer 2,FoSpInCo_3622,Kr_4,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.02,1/1/2024,12/31/2024,98820,622000,Excess of Loss,1,71730
5584,17974,Property Cat XOL,Hawaii only,HePr& CaIn_122,N_1,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,In Process,0.145,6/1/2023,5/31/2024,4700,5924000,Excess of Loss,1,38090
5586,17991,Property Cat XOL,1st Cat,AmRiInCo_3623,N_1,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,In Process,0.105,6/1/2023,5/31/2024,10620,3694000,Excess of Loss,1,72910
5603,18039,Property Cat XOL ,Layer 1,GeUnAs_2050,N_1,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,In Process,0.1,4/1/2023,3/31/2024,28000,2240000,Excess of Loss,1,28900
5603,18040,Property Cat XOL ,Layer 2,GeUnAs_2050,N_1,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,In Process,0.083,4/1/2023,3/31/2024,49500,702000,Excess of Loss,1,98210
5606,18045,Property Cat XOL,1st Cat,MoWeFaBu_3628,D)a(lsn_271,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.01,1/1/2024,12/31/2024,32350,3681000,Excess of Loss,1,3170
5606,18046,Property Cat XOL,2nd Cat,MoWeFaBu_3628,D)a(lsn_271,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.005,1/1/2024,12/31/2024,29770,4520000,Excess of Loss,1,52430
5608,18052,Property Cat Agg XOL,1st Cat Agg,NoCaInUnAs_241,Ry_3,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,In Process,0.007,5/1/2023,4/30/2024,49410,8855000,Aggregate XL,1,23230
5608,18053,Property Cat Agg XOL,3rd Cat Agg,NoCaInUnAs_241,Ry_3,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,In Process,0.02,5/1/2023,4/30/2024,64860,9228000,Aggregate XL,1,33010
5608,18054,Property Cat Agg XOL,5th Cat Agg,NoCaInUnAs_241,Ry_3,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,In Process,0.003,5/1/2023,4/30/2024,72040,6556000,Aggregate XL,1,9510
5608,18055,Property Cat Agg XOL,6th Cat Agg,NoCaInUnAs_241,Ry_3,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,In Process,0.01,5/1/2023,4/30/2024,56190,161000,Aggregate XL,1,32590
5608,18056,Property Cat Agg XOL,7th Cat Agg,NoCaInUnAs_241,Ry_3,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,In Process,0.03,5/1/2023,4/30/2024,28710,147000,Aggregate XL,1,73800
5620,18107,Property Cat XOL ,2nd Cat,MeInCo_2191,N_1,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.005,7/1/2023,6/30/2024,99050,9736000,Excess of Loss,1,86690
5620,18114,Property Cat XOL ,3rd Cat,MeInCo_2191,N_1,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,Bound,0.013,7/1/2023,6/30/2024,51570,3993000,Excess of Loss,1,68990
5622,18115,Property Cat XOL,2nd Cat - EQ only,SpInCo_3630,Kr_4,USD,London 1, Property Do,CAT US Regional,Victoria,Assumed,In Process,0.05,3/1/2023,2/29/2024,2890,7961000,Excess of Loss,1,76800
5624,18124,Property Cat XOL,2nd Cat,LoFaBuMuIn_1773,Tn_1137,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,Bound,0.008,1/1/2024,12/31/2024,95510,9789000,Excess of Loss,1,43310
5624,18125,Property Cat XOL,3rd Cat,LoFaBuMuIn_1773,Tn_1137,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,Bound,0.008,1/1/2024,12/31/2024,14240,5793000,Excess of Loss,1,26960
5624,18126,Property Cat XOL,4th Cat,LoFaBuMuIn_1773,Tn_1137,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,Bound,0.006,1/1/2024,12/31/2024,73630,9731000,Excess of Loss,1,43020
5624,18127,Property Cat XOL,2nd Event,LoFaBuMuIn_1773,Tn_1137,USD,London 1, Property Do,CAT US Regional,Joachim,Assumed,Bound,0.025,1/1/2024,12/31/2024,24230,3828000,Excess of Loss,1,73560
